run,dataset,task,split,item_id,language,language_name,dimension,human_label,human_label_text,candidate_chars,source_chars,reference_chars,has_source,has_reference,summary_model,wmt_system,wmt_year,wmt_human_score
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_005907_mt5_small_250steps,en-US,English,comprehensibility,0,no,76,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_013491_reference,en-US,English,comprehensibility,1,yes,251,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_012283_mt5_small,en-US,English,comprehensibility,0,no,104,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_018298_finetuned,en-US,English,comprehensibility,1,yes,89,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_002206_t5_base,en-US,English,comprehensibility,1,yes,99,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_017941_finetuned,en-US,English,comprehensibility,1,yes,110,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_000523_t5_base_250steps,en-US,English,comprehensibility,0,no,124,0,0,False,False,t5_base_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_005527_reference,en-US,English,comprehensibility,1,yes,146,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_000593_t5_base,en-US,English,comprehensibility,0,no,126,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_007521_mt5_small_250steps,en-US,English,comprehensibility,0,no,67,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_002085_mt5_small,en-US,English,comprehensibility,0,no,903,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_012214_mt5_small_250steps,en-US,English,comprehensibility,0,no,184,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_011544_t5_base,en-US,English,comprehensibility,1,yes,107,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_013345_mt5_small_250steps,en-US,English,comprehensibility,0,no,75,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_007360_mt5_small,en-US,English,comprehensibility,0,no,106,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_000107_mt5_small_250steps,en-US,English,comprehensibility,0,no,51,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_005506_mt5_small,en-US,English,comprehensibility,0,no,78,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_009985_mt5_small_250steps,en-US,English,comprehensibility,0,no,77,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_005873_reference,en-US,English,comprehensibility,1,yes,109,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_005752_t5_base_250steps,en-US,English,comprehensibility,0,no,117,0,0,False,False,t5_base_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_001352_t5_base,en-US,English,comprehensibility,1,yes,264,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_009699_t5_xxl,en-US,English,comprehensibility,1,yes,288,0,0,False,False,t5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_005881_t5_base,en-US,English,comprehensibility,0,no,147,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_007317_mt5_xxl,en-US,English,comprehensibility,1,yes,120,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_012253_t5_base,en-US,English,comprehensibility,1,yes,153,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_005772_mt5_small_250steps,en-US,English,comprehensibility,0,no,82,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_016964_1shot,en-US,English,comprehensibility,0,no,528,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_005944_reference,en-US,English,comprehensibility,0,no,365,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_018197_finetuned,en-US,English,comprehensibility,1,yes,89,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_009978_mt5_small,en-US,English,comprehensibility,0,no,92,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_000755_t5_base_250steps,en-US,English,comprehensibility,1,yes,103,0,0,False,False,t5_base_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_013553_t5_base,en-US,English,comprehensibility,1,yes,83,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_001235_mt5_small,en-US,English,comprehensibility,0,no,87,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_001383_mt5_small,en-US,English,comprehensibility,1,yes,28,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_007268_mt5_small_250steps,en-US,English,comprehensibility,1,yes,61,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_007533_mt5_small_250steps,en-US,English,comprehensibility,0,no,108,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_000807_mt5_small_250steps,en-US,English,comprehensibility,0,no,34,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_001204_mt5_small,en-US,English,comprehensibility,1,yes,98,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_comprehensibility_009890_t5_base,en-US,English,comprehensibility,1,yes,119,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_013457_reference,en-US,English,grammar,1,yes,160,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_005854_mt5_xxl,en-US,English,grammar,0,no,86,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_012066_reference,en-US,English,grammar,1,yes,169,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_015679_1shot,en-US,English,grammar,1,yes,74,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_007418_t5_xxl,en-US,English,grammar,1,yes,90,0,0,False,False,t5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_000754_t5_base,en-US,English,grammar,0,no,226,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_005674_t5_base_250steps,en-US,English,grammar,1,yes,110,0,0,False,False,t5_base_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_013687_mt5_small_250steps,en-US,English,grammar,1,yes,283,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_001099_mt5_small,en-US,English,grammar,0,no,54,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_007125_mt5_xxl,en-US,English,grammar,1,yes,110,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_001087_mt5_xxl,en-US,English,grammar,0,no,113,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_005887_reference,en-US,English,grammar,1,yes,149,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_011341_t5_base,en-US,English,grammar,0,no,96,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_000020_reference,en-US,English,grammar,0,no,160,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_009622_mt5_small,en-US,English,grammar,0,no,96,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_013851_1shot,en-US,English,grammar,0,no,154,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_009604_mt5_xxl,en-US,English,grammar,1,yes,130,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_009909_mt5_xxl,en-US,English,grammar,1,yes,131,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_001204_mt5_small,en-US,English,grammar,0,no,98,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_011544_t5_base,en-US,English,grammar,1,yes,107,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_011508_t5_base,en-US,English,grammar,1,yes,122,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_005594_mt5_small_250steps,en-US,English,grammar,0,no,63,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_001732_mt5_small,en-US,English,grammar,1,yes,146,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_007155_mt5_xxl,en-US,English,grammar,1,yes,149,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_013797_1shot,en-US,English,grammar,1,yes,132,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_009986_t5_base_250steps,en-US,English,grammar,1,yes,61,0,0,False,False,t5_base_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_001079_mt5_small,en-US,English,grammar,0,no,94,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_005919_mt5_small,en-US,English,grammar,0,no,118,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_002101_reference,en-US,English,grammar,1,yes,219,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_005782_mt5_small,en-US,English,grammar,1,yes,110,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_005595_t5_xxl,en-US,English,grammar,1,yes,115,0,0,False,False,t5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_001143_reference,en-US,English,grammar,0,no,150,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_000778_mt5_small_250steps,en-US,English,grammar,0,no,59,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_000525_mt5_small,en-US,English,grammar,0,no,117,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_001151_t5_base_250steps,en-US,English,grammar,0,no,95,0,0,False,False,t5_base_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_016905_1shot,en-US,English,grammar,1,yes,63,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_011946_t5_xxl,en-US,English,grammar,1,yes,136,0,0,False,False,t5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_011911_t5_xxl,en-US,English,grammar,1,yes,100,0,0,False,False,t5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_015632_1shot,en-US,English,grammar,0,no,184,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_017966_finetuned,en-US,English,grammar,1,yes,151,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_000161_mt5_xxl,en-US,English,grammar,1,yes,124,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_005520_reference,en-US,English,grammar,0,no,238,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_016844_1shot,en-US,English,grammar,0,no,701,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_013853_1shot,en-US,English,grammar,1,yes,105,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_009618_mt5_small,en-US,English,grammar,0,no,89,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_000585_t5_xxl,en-US,English,grammar,0,no,65,0,0,False,False,t5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_001897_t5_base,en-US,English,grammar,0,no,73,0,0,False,False,t5_base,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_001412_mt5_small_250steps,en-US,English,grammar,0,no,113,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_001400_mt5_small_250steps,en-US,English,grammar,0,no,99,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_en-US_grammar_005531_t5_base_250steps,en-US,English,grammar,0,no,89,0,0,False,False,t5_base_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_003038_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,231,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_014010_1shot,es-ES,Spanish,comprehensibility,0,no,339,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_018165_finetuned,es-ES,Spanish,comprehensibility,1,yes,228,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_014032_1shot,es-ES,Spanish,comprehensibility,0,no,101,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_014065_1shot,es-ES,Spanish,comprehensibility,0,no,71,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_008140_reference,es-ES,Spanish,comprehensibility,1,yes,545,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_010026_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,175,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_006485_mt5_small,es-ES,Spanish,comprehensibility,1,yes,60,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_017088_1shot,es-ES,Spanish,comprehensibility,0,no,903,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_004884_mt5_small,es-ES,Spanish,comprehensibility,0,no,140,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_006339_mt5_small,es-ES,Spanish,comprehensibility,0,no,213,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_004893_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,44,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_010295_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,32,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_010407_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,110,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_010349_mt5_small,es-ES,Spanish,comprehensibility,1,yes,71,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_010033_mt5_xxl,es-ES,Spanish,comprehensibility,1,yes,101,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_002292_reference,es-ES,Spanish,comprehensibility,1,yes,227,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_012510_mt5_small_250steps,es-ES,Spanish,comprehensibility,1,yes,80,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_008048_reference,es-ES,Spanish,comprehensibility,1,yes,188,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_014085_1shot,es-ES,Spanish,comprehensibility,0,no,120,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_011401_mt5_small_250steps,es-ES,Spanish,comprehensibility,1,yes,79,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_015825_1shot,es-ES,Spanish,comprehensibility,0,no,302,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_015845_1shot,es-ES,Spanish,comprehensibility,1,yes,152,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_012455_mt5_small,es-ES,Spanish,comprehensibility,0,no,224,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_008104_mt5_small,es-ES,Spanish,comprehensibility,1,yes,100,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_002974_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,119,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_004814_mt5_xxl,es-ES,Spanish,comprehensibility,1,yes,190,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_017074_1shot,es-ES,Spanish,comprehensibility,1,yes,903,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_010297_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,61,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_017125_1shot,es-ES,Spanish,comprehensibility,1,yes,178,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_010058_mt5_small,es-ES,Spanish,comprehensibility,1,yes,133,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_014617_finetuned,es-ES,Spanish,comprehensibility,1,yes,135,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_014088_1shot,es-ES,Spanish,comprehensibility,0,no,110,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_011396_mt5_small,es-ES,Spanish,comprehensibility,1,yes,337,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_006320_mt5_small,es-ES,Spanish,comprehensibility,0,no,128,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_014024_1shot,es-ES,Spanish,comprehensibility,0,no,71,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_006387_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,23,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_012457_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,73,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_003008_mt5_small_250steps,es-ES,Spanish,comprehensibility,1,yes,65,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_008215_mt5_small_250steps,es-ES,Spanish,comprehensibility,1,yes,34,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_010070_mt5_xxl,es-ES,Spanish,comprehensibility,1,yes,116,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_004852_mt5_small,es-ES,Spanish,comprehensibility,0,no,156,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_003148_reference,es-ES,Spanish,comprehensibility,1,yes,203,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_010084_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,90,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_012608_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,91,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_003061_mt5_small_250steps,es-ES,Spanish,comprehensibility,0,no,33,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_001034_reference,es-ES,Spanish,comprehensibility,1,yes,226,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_002933_mt5_small_250steps,es-ES,Spanish,comprehensibility,1,yes,55,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_010028_mt5_xxl,es-ES,Spanish,comprehensibility,1,yes,123,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_comprehensibility_012611_finetuned,es-ES,Spanish,comprehensibility,1,yes,117,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_014604_finetuned,es-ES,Spanish,grammar,0,no,91,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_004913_mt5_small,es-ES,Spanish,grammar,1,yes,81,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_008172_mt5_small_250steps,es-ES,Spanish,grammar,1,yes,30,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_013954_1shot,es-ES,Spanish,grammar,0,no,39,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_010375_mt5_xxl,es-ES,Spanish,grammar,0,no,212,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_010147_mt5_xxl,es-ES,Spanish,grammar,1,yes,176,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_002951_mt5_small,es-ES,Spanish,grammar,1,yes,35,0,0,False,False,mt5_small,,,
